year,Ft,Country,Mk,Cn,count
2023,diesel,AT,ALFA ROMEO,ALFA GIULIA,50
2023,diesel,AT,ALFA ROMEO,ALFA STELVIO,131
2023,diesel,AT,ALFA ROMEO,ALFA TONALE,83
2023,diesel,AT,ALPINA,BMW ALPINA D3S TOURING,4
2023,diesel,AT,ALPINA,BMW ALPINA D5 S TOURING ALLRAD,1
2023,diesel,AT,ALPINA,BMW ALPINA XD3,2
2023,diesel,AT,AUDI,A3 LIMOUSINE,36
2023,diesel,AT,AUDI,A3 SPORTBACK,625
2023,diesel,AT,AUDI,A4 ALLROAD QUATTRO,131
2023,diesel,AT,AUDI,A4 AVANT,1119
2023,diesel,AT,AUDI,A4 LIMOUSINE,159
2023,diesel,AT,AUDI,A5 CABRIOLET,6
2023,diesel,AT,AUDI,A5 COUP,2
2023,diesel,AT,AUDI,A5 COUPE,3
2023,diesel,AT,AUDI,A5 SPORTBACK,136
2023,diesel,AT,AUDI,A6 ALLROAD QUATTRO,74
2023,diesel,AT,AUDI,A6 AVANT,403
2023,diesel,AT,AUDI,A6 LIMOUSINE,100
2023,diesel,AT,AUDI,A7 SPORTBACK,4
2023,diesel,AT,AUDI,A8,21
2023,diesel,AT,AUDI,Q2,153
2023,diesel,AT,AUDI,Q3,449
2023,diesel,AT,AUDI,Q3 SPORTBACK,494
2023,diesel,AT,AUDI,Q5,476
2023,diesel,AT,AUDI,Q5 SPORTBACK,476
2023,diesel,AT,AUDI,Q7,169
2023,diesel,AT,AUDI,Q8,509
2023,diesel,AT,AUDI,S4 AVANT,21
2023,diesel,AT,AUDI,S5 COUP,1
2023,diesel,AT,AUDI,S5 COUPE,3
2023,diesel,AT,AUDI,S5 SPORTBACK,10
2023,diesel,AT,AUDI,S6 AVANT,45
2023,diesel,AT,AUDI,S6 LIMOUSINE,8
2023,diesel,AT,AUDI,S7 SPORTBACK,7
2023,diesel,AT,AUDI,SQ5,74
2023,diesel,AT,AUDI,SQ5 SPORTBACK,133
2023,diesel,AT,BMW,116D 5-TÜRER F40 B37,174
2023,diesel,AT,BMW,118D 5-TÜRER F40 B47,179
2023,diesel,AT,BMW,120D XDRIVE 5-TÜRER F40 B47,77
2023,diesel,AT,BMW,216D GRAN COUPE F44 B37,13
2023,diesel,AT,BMW,216D GRAN TOURER F46 B37,5
2023,diesel,AT,BMW,218D ACTIVE TOURER U06 B47,285
2023,diesel,AT,BMW,218D GRAN COUPE F44 B47,64
2023,diesel,AT,BMW,218D GRAN TOURER F46 B47,5
2023,diesel,AT,BMW,218D XDRIVE GRAN TOURER F46 B4,4
2023,diesel,AT,BMW,220D COUPE G42 B47,15
2023,diesel,AT,BMW,220D GRAN COUPE F44 B47,5
2023,diesel,AT,BMW,220D XDRIVE GRAN COUPE F44 B47,6
2023,diesel,AT,BMW,223D XDRIVE ACTIVE TOURER U06,33
2023,diesel,AT,BMW,316D LIMOUSINE G20 B47,1
2023,diesel,AT,BMW,316D LIMOUSINE MX G20 B47,14
2023,diesel,AT,BMW,316D TOURING G21 B47,19
2023,diesel,AT,BMW,318D LIMOUSINE G20 B47,16
2023,diesel,AT,BMW,318D LIMOUSINE MX G20 B47,56
2023,diesel,AT,BMW,318D TOURING G21 B47,204
2023,diesel,AT,BMW,320D LIMOUSINE G20 B47,3
2023,diesel,AT,BMW,320D LIMOUSINE G20 XD5,1
2023,diesel,AT,BMW,320D LIMOUSINE MX G20 B47,46
2023,diesel,AT,BMW,320D TOURING G21 B47,64
2023,diesel,AT,BMW,320D XDRIVE LIMOUSINE G20 B47,12
2023,diesel,AT,BMW,320D XDRIVE LIMOUSINE G20 XD5,1
2023,diesel,AT,BMW,320D XDRIVE LIMOUSINE MX G20 B,91
2023,diesel,AT,BMW,320D XDRIVE TOURING G21 B47,448
2023,diesel,AT,BMW,320D XDRIVE TOURING G21 XD5,1
2023,diesel,AT,BMW,330D LIMOUSINE MX G20 B57,2
2023,diesel,AT,BMW,330D TOURING G21 B57,7
2023,diesel,AT,BMW,330D XDRIVE LIMOUSINE G20 B57,1
2023,diesel,AT,BMW,330D XDRIVE LIMOUSINE MX G20 B,8
2023,diesel,AT,BMW,330D XDRIVE TOURING G21 B57,51
2023,diesel,AT,BMW,420D CABRIO G23 B47,35
2023,diesel,AT,BMW,420D COUPE G22 B47,5
2023,diesel,AT,BMW,420D GRAN COUPE G26 B47,58
2023,diesel,AT,BMW,420D XDRIVE COUPE G22 B47,34
2023,diesel,AT,BMW,420D XDRIVE GRAN COUPE G26 B47,147
2023,diesel,AT,BMW,430D CABRIO G23 B57,7
2023,diesel,AT,BMW,430D XDRIVE COUPE G22 B57,5
2023,diesel,AT,BMW,430D XDRIVE GRAN COUPE G26 B57,68
2023,diesel,AT,BMW,518D LIMOUSINE G30 B47,9
2023,diesel,AT,BMW,518D TOURING G31 B47,9
2023,diesel,AT,BMW,520D LIMOUSINE G30 B47,24
2023,diesel,AT,BMW,520D LIMOUSINE G60 B47,8
2023,diesel,AT,BMW,520D TOURING G31 B47,15
2023,diesel,AT,BMW,520D XDRIVE LIMOUSINE G30 B47,62
2023,diesel,AT,BMW,520D XDRIVE LIMOUSINE G60 B47,107
2023,diesel,AT,BMW,520D XDRIVE TOURING G31 B47,163
2023,diesel,AT,BMW,530D LIMOUSINE G30 B57,7
2023,diesel,AT,BMW,530D TOURING G31 B57,4
2023,diesel,AT,BMW,530D XDRIVE LIMOUSINE G30 B57,31
2023,diesel,AT,BMW,530D XDRIVE TOURING G31 B57,82
2023,diesel,AT,BMW,540D XDRIVE LIMOUSINE G30 B57,6
2023,diesel,AT,BMW,540D XDRIVE TOURING G31 B57,20
2023,diesel,AT,BMW,620D GRAN TURISMO G32 B47,1
2023,diesel,AT,BMW,620D XDRIVE GRAN TURISMO G32 B,3
2023,diesel,AT,BMW,630D GRAN TURISMO G32 B57,1
2023,diesel,AT,BMW,630D XDRIVE GRAN TURISMO G32 B,12
2023,diesel,AT,BMW,640D XDRIVE GRAN TURISMO G32 B,9
2023,diesel,AT,BMW,740D XDRIVE LIMOUSINE G70 B57,58
2023,diesel,AT,BMW,840D XDRIVE CABRIO G14 B57,4
2023,diesel,AT,BMW,840D XDRIVE COUPE G15 B57,1
2023,diesel,AT,BMW,840D XDRIVE GRAN COUPE G16 B57,39
2023,diesel,AT,BMW,M340D XDRIVE LIMOUSINE MX G20,6
2023,diesel,AT,BMW,M340D XDRIVE TOURING G21 B57,40
2023,diesel,AT,BMW,M340D XDRIVE TOURING G21 XD5,1
2023,diesel,AT,BMW,M440D XDRIVE CABRIO G23 B57,4
2023,diesel,AT,BMW,M440D XDRIVE COUPE G22 B57,5
2023,diesel,AT,BMW,X1 SDRIVE18D U11 B47,449
2023,diesel,AT,BMW,X1 XDRIVE20D U11 B47,521
2023,diesel,AT,BMW,X1 XDRIVE23D U11 B47,248
2023,diesel,AT,BMW,X2 SDRIVE16D F39 B47,13
2023,diesel,AT,BMW,X2 SDRIVE18D F39 B47,22
2023,diesel,AT,BMW,X2 SDRIVE20D F39 B47,2
2023,diesel,AT,BMW,X2 XDRIVE18D F39 B47,47
2023,diesel,AT,BMW,X2 XDRIVE20D F39 B47,5
2023,diesel,AT,BMW,X2 XDRIVE25D F39 B47,1
2023,diesel,AT,BMW,X3 M40D G01 B57,11
2023,diesel,AT,BMW,X3 M40D G01 B57 ZA,49
2023,diesel,AT,BMW,X3 SDRIVE18D G01 B47,2
2023,diesel,AT,BMW,X3 SDRIVE18D G01 B47 ZA,28
2023,diesel,AT,BMW,X3 XDRIVE20D G01 B47,84
2023,diesel,AT,BMW,X3 XDRIVE20D G01 B47 ZA,569
2023,diesel,AT,BMW,X3 XDRIVE30D G01 B57,21
2023,diesel,AT,BMW,X3 XDRIVE30D G01 B57 ZA,103
2023,diesel,AT,BMW,X4 M40D G02 B57,33
2023,diesel,AT,BMW,X4 XDRIVE20D G02 B47,208
2023,diesel,AT,BMW,X4 XDRIVE30D G02 B57,48
2023,diesel,AT,BMW,X5 XDRIVE25D G05 B47,2
2023,diesel,AT,BMW,X5 XDRIVE30D G05 B57,298
2023,diesel,AT,BMW,X5 XDRIVE40D G05 B57,11
2023,diesel,AT,BMW,X5 XDRIVE40D G05 XD5,38
2023,diesel,AT,BMW,X6 XDRIVE30D G06 B57,146
2023,diesel,AT,BMW,X6 XDRIVE40D G06 B57,6
2023,diesel,AT,BMW,X6 XDRIVE40D G06 XD5,36
2023,diesel,AT,BMW,X7 XDRIVE40D G07 B57,196
2023,diesel,AT,CITROEN,BERLINGO,53
2023,diesel,AT,CITROEN,C3,46
2023,diesel,AT,CITROEN,C3 AIRCROSS,108
2023,diesel,AT,CITROEN,C4,181
2023,diesel,AT,CITROEN,C4 SPACETOURER,1
2023,diesel,AT,CITROEN,C5 AIRCROSS,396
2023,diesel,AT,CITROEN,SPACETOURER,27
2023,diesel,AT,CUPRA,CUPRA LEON,19
2023,diesel,AT,CUPRA,CUPRA LEON SP,448
2023,diesel,AT,CUPRA,FORMENTOR,216
2023,diesel,AT,DACIA,DUSTER,2027
2023,diesel,AT,DS,DS 7 CROSSBACK,1
2023,diesel,AT,DS,DS4,64
2023,diesel,AT,DS,DS7,27
2023,diesel,AT,FIAT,FIAT 500X,1
2023,diesel,AT,FIAT,FIAT TIPO,67
2023,diesel,AT,FORD,FOCUS,1
2023,diesel,AT,FORD,FOCUS ACTIVE,26
2023,diesel,AT,FORD,FOCUS ACTIVE STYLE,1
2023,diesel,AT,FORD,FOCUS ACTIVE X,7
2023,diesel,AT,FORD,FOCUS COOL & CONNECT,54
2023,diesel,AT,FORD,FOCUS ST-LINE,5
2023,diesel,AT,FORD,FOCUS ST-LINE STYLE,4
2023,diesel,AT,FORD,FOCUS ST-LINE VIGNALE,5
2023,diesel,AT,FORD,FOCUS ST-LINE X,24
2023,diesel,AT,FORD,FOCUS TITANIUM,46
2023,diesel,AT,FORD,FOCUS TITANIUM STYLE,12
2023,diesel,AT,FORD,FOCUS TITANIUM X,17
2023,diesel,AT,FORD,FOCUS TURNIER ACTIVE,9
2023,diesel,AT,FORD,FOCUS TURNIER ACTIVE X,17
2023,diesel,AT,FORD,FOCUS TURNIER ST-LINE,42
2023,diesel,AT,FORD,FOCUS TURNIER ST-LINE X,29
2023,diesel,AT,FORD,FOCUS TURNIER TITANIUM,105
2023,diesel,AT,FORD,FOCUS TURNIER TITANIUM X,32
2023,diesel,AT,FORD,GALAXY EDITION,6
2023,diesel,AT,FORD,GALAXY TITANIUM,23
2023,diesel,AT,FORD,GALAXY VIGNALE,2
2023,diesel,AT,FORD,GR TOURNEO CONNECT ACT,71
2023,diesel,AT,FORD,GR TOURNEO CONNECT SPORT,13
2023,diesel,AT,FORD,GR TOURNEO CONNECT TIT,156
2023,diesel,AT,FORD,GRTOURNEO CONNECT ACTIVE,21
2023,diesel,AT,FORD,GRTOURNEO CONNECT TIT,12
2023,diesel,AT,FORD,KUGA COOL & CONNECT,227
2023,diesel,AT,FORD,KUGA GRAPHITE TECH ED,4
2023,diesel,AT,FORD,KUGA ST-LINE,79
2023,diesel,AT,FORD,KUGA ST-LINE X,84
2023,diesel,AT,FORD,KUGA TITANIUM,114
2023,diesel,AT,FORD,KUGA TITANIUM X,168
2023,diesel,AT,FORD,KUGA VIGNALE,5
2023,diesel,AT,FORD,PUMA VIGNALE,4
2023,diesel,AT,FORD,TOURNEO CONNECT ACTIVE,50
2023,diesel,AT,FORD,TOURNEO CONNECT SPORT,20
2023,diesel,AT,FORD,TOURNEO CONNECT TIT,3
2023,diesel,AT,FORD,TOURNEO CONNECT TITANIUM,91
2023,diesel,AT,FORD,TOURNEO CUSTOM,1
2023,diesel,AT,FORD,TOURNEO CUSTOM ACTIVE,34
2023,diesel,AT,FORD,TOURNEO CUSTOM SPORT,10
2023,diesel,AT,FORD,TOURNEO CUSTOM TITANIUM,59
2023,diesel,AT,FORD,TOURNEO CUSTOM TITANIUM X,31
2023,diesel,AT,FORD,TOURNEO CUSTOM TREND,24
2023,diesel,AT,FORD,TRANSIT CUSTOM,5
2023,diesel,AT,FORD,TRANSIT CUSTOM BASIS,29
2023,diesel,AT,FORD,TRANSIT CUSTOM TRAIL,1
2023,diesel,AT,FORD,TRANSIT CUSTOM TREND,156
2023,diesel,AT,FORD,TRANSIT TRAIL,1
2023,diesel,AT,FORD,TRANSIT TREND,58
2023,diesel,AT,HYUNDAI,SANTA FE,108
2023,diesel,AT,HYUNDAI,STARIA,101
2023,diesel,AT,HYUNDAI,STARIA PREMIUM,132
2023,diesel,AT,HYUNDAI,TUCSON IX35,679
2023,diesel,AT,INEOS,INEOS GRENADIER,28
2023,diesel,AT,JAGUAR,E-PACE D165 AWD AUT,2
2023,diesel,AT,JAGUAR,E-PACE D165 R-DYNAMIC S AWD AU,4
2023,diesel,AT,JAGUAR,E-PACE D165 R-DYNAMIC S FWD,1
2023,diesel,AT,JAGUAR,E-PACE D165 R-DYNAMIC SE AWD A,7
2023,diesel,AT,JAGUAR,E-PACE D165 S AWD AUT,2
2023,diesel,AT,JAGUAR,E-PACE D165 SE AWD AUT,5
2023,diesel,AT,JAGUAR,E-PACE D200 R-DYNAMIC SE AWD A,2
2023,diesel,AT,JAGUAR,F-PACE D200 LIMITED EDITION A,1
2023,diesel,AT,JAGUAR,F-PACE D200 R-DYNAMIC S AWD A,5
2023,diesel,AT,JAGUAR,F-PACE D200 R-DYNAMIC S AWD AU,3
2023,diesel,AT,JAGUAR,F-PACE D200 R-DYNAMIC SE AWD,21
2023,diesel,AT,JAGUAR,F-PACE D200 R-DYNAMIC SE AWD A,32
2023,diesel,AT,JAGUAR,F-PACE D200 SE AWD AUT,5
2023,diesel,AT,JAGUAR,F-PACE D300 LIMITED EDITION AW,1
2023,diesel,AT,JAGUAR,F-PACE D300 R-DYNAMIC HSE AWD,3
2023,diesel,AT,JAGUAR,F-PACE D300 R-DYNAMIC S AWD AU,1
2023,diesel,AT,JAGUAR,F-PACE D300 R-DYNAMIC SE AWD,3
2023,diesel,AT,JAGUAR,F-PACE D300 SE AWD AUT,1
2023,diesel,AT,JAGUAR,JAGUAR XE D200 R-DYNAMIC BLACK,8
2023,diesel,AT,JAGUAR,JAGUAR XE D200 R-DYNAMIC S AUT,1
2023,diesel,AT,JAGUAR,JAGUAR XE D200 R-DYNAMIC S AWD,1
2023,diesel,AT,JAGUAR,JAGUAR XE D200 R-DYNAMIC SE AU,1
2023,diesel,AT,JAGUAR,JAGUAR XE D200 SE AUT,1
2023,diesel,AT,JAGUAR,JAGUAR XE D200 SE AWD AUT,1
2023,diesel,AT,JAGUAR,JAGUAR XF D200 R-DYNAMIC HSE,1
2023,diesel,AT,JAGUAR,JAGUAR XF D200 R-DYNAMIC S AU,1
2023,diesel,AT,JAGUAR,JAGUAR XF D200 R-DYNAMIC S AW,1
2023,diesel,AT,JAGUAR,JAGUAR XF D200 R-DYNAMIC SE A,3
2023,diesel,AT,JAGUAR,JAGUAR XF D200 S AUT,2
2023,diesel,AT,JAGUAR,JAGUAR XF D200 SE AUT,2
2023,diesel,AT,JAGUAR,JAGUAR XF D200 SE AWD AUT,4
2023,diesel,AT,JAGUAR,JAGUAR XF SPORTBRAKE D200 R-D,1
2023,diesel,AT,JAGUAR,JAGUAR XF SPORTBRAKE D200 SE,1
2023,diesel,AT,JAGUAR,XE D200 R-DYNAMIC BLACK AUT,1
2023,diesel,AT,JAGUAR,XE D200 R-DYNAMIC BLACK AWD AU,1
2023,diesel,AT,JEEP,COMPASS,21
2023,diesel,AT,JEEP,RENEGADE,3
2023,diesel,AT,KIA,CEED,499
2023,diesel,AT,KIA,SORENTO,86
2023,diesel,AT,KIA,SPORTAGE,251
2023,diesel,AT,KIA,XCEED,57
2023,diesel,AT,LAND ROVER,DEFENDER,3
2023,diesel,AT,LAND ROVER,DEFENDER 110 D200 S AWD,1
2023,diesel,AT,LAND ROVER,DEFENDER 110 D200 S AWD AUT,3
2023,diesel,AT,LAND ROVER,DEFENDER 110 D200 SE AWD,6
2023,diesel,AT,LAND ROVER,DEFENDER 110 D200 SE AWD AUT,6
2023,diesel,AT,LAND ROVER,DEFENDER 110 D200 X-DYNAMIC S,3
2023,diesel,AT,LAND ROVER,DEFENDER 110 D200 X-DYNAMIC SE,4
2023,diesel,AT,LAND ROVER,DEFENDER 110 D250 S AWD,3
2023,diesel,AT,LAND ROVER,DEFENDER 110 D250 S AWD AUT,1
2023,diesel,AT,LAND ROVER,DEFENDER 110 D250 SE AWD,3
2023,diesel,AT,LAND ROVER,DEFENDER 110 D250 SE AWD AUT,8
2023,diesel,AT,LAND ROVER,DEFENDER 110 D250 X-DYNAMIC HS,1
2023,diesel,AT,LAND ROVER,DEFENDER 110 D250 X-DYNAMIC S,3
2023,diesel,AT,LAND ROVER,DEFENDER 110 D250 X-DYNAMIC SE,16
2023,diesel,AT,LAND ROVER,DEFENDER 110 D250 XS EDITION,1
2023,diesel,AT,LAND ROVER,DEFENDER 110 D250 XS EDITION A,5
2023,diesel,AT,LAND ROVER,DEFENDER 110 D300 75TH EDITIO,4
2023,diesel,AT,LAND ROVER,DEFENDER 110 D300 SE AWD,1
2023,diesel,AT,LAND ROVER,DEFENDER 110 D300 SE AWD AUT,3
2023,diesel,AT,LAND ROVER,DEFENDER 110 D300 X AWD AUT,6
2023,diesel,AT,LAND ROVER,DEFENDER 110 D300 X-DYNAMIC H,3
2023,diesel,AT,LAND ROVER,DEFENDER 110 D300 X-DYNAMIC HS,6
2023,diesel,AT,LAND ROVER,DEFENDER 110 D300 X-DYNAMIC S,2
2023,diesel,AT,LAND ROVER,DEFENDER 110 D300 X-DYNAMIC SE,9
2023,diesel,AT,LAND ROVER,DEFENDER 130 D250 SE AWD,2
2023,diesel,AT,LAND ROVER,DEFENDER 130 D250 X-DYNAMIC SE,1
2023,diesel,AT,LAND ROVER,DEFENDER 130 D300 FIRST EDITIO,4
2023,diesel,AT,LAND ROVER,DEFENDER 130 D300 OUTBOUND AWD,1
2023,diesel,AT,LAND ROVER,DEFENDER 130 D300 SE AWD AUT,2
2023,diesel,AT,LAND ROVER,DEFENDER 130 D300 X AWD,1
2023,diesel,AT,LAND ROVER,DEFENDER 130 D300 X-DYNAMIC HS,1
2023,diesel,AT,LAND ROVER,DEFENDER 130 D300 X-DYNAMIC SE,2
2023,diesel,AT,LAND ROVER,DEFENDER 90 D200 SE AWD,1
2023,diesel,AT,LAND ROVER,DEFENDER 90 D200 SE AWD AUT,1
2023,diesel,AT,LAND ROVER,DEFENDER 90 D200 X-DYNAMIC S,1
2023,diesel,AT,LAND ROVER,DEFENDER 90 D200 X-DYNAMIC SE,2
2023,diesel,AT,LAND ROVER,DEFENDER 90 D250 X EDITION AWD,1
2023,diesel,AT,LAND ROVER,DEFENDER 90 D250 X-DYNAMIC HSE,1
2023,diesel,AT,LAND ROVER,DEFENDER 90 D250 X-DYNAMIC S,2
2023,diesel,AT,LAND ROVER,DEFENDER 90 D250 XS EDITION A,1
2023,diesel,AT,LAND ROVER,DEFENDER 90 D300 75TH EDITION,4
2023,diesel,AT,LAND ROVER,DEFENDER 90 D300 SE AWD AUT,1
2023,diesel,AT,LAND ROVER,DEFENDER 90 D300 X-DYNAMIC SE,1
2023,diesel,AT,LAND ROVER,DISCOVERY D250 R-DYNAMIC HSE A,1
2023,diesel,AT,LAND ROVER,DISCOVERY D250 R-DYNAMIC S AWD,1
2023,diesel,AT,LAND ROVER,DISCOVERY D250 R-DYNAMIC SE AW,5
2023,diesel,AT,LAND ROVER,DISCOVERY D300 METROPOLITAN ED,8
2023,diesel,AT,LAND ROVER,DISCOVERY D300 R-DYNAMIC HSE A,6
2023,diesel,AT,LAND ROVER,DISCOVERY D300 R-DYNAMIC SE AW,6
2023,diesel,AT,LAND ROVER,DISCOVERY SPORT D165 R-DYNAMI,16
2023,diesel,AT,LAND ROVER,DISCOVERY SPORT D165 R-DYNAMIC,7
2023,diesel,AT,LAND ROVER,DISCOVERY SPORT D165 S AWD AUT,1
2023,diesel,AT,LAND ROVER,DISCOVERY SPORT D165 SE AWD A,6
2023,diesel,AT,LAND ROVER,DISCOVERY SPORT D165 SE AWD AU,6
2023,diesel,AT,LAND ROVER,DISCOVERY SPORT D165 SE FWD,1
2023,diesel,AT,LAND ROVER,DISCOVERY SPORT D165 URBAN ED,2
2023,diesel,AT,LAND ROVER,DISCOVERY SPORT D200 R-DYNAMI,3
2023,diesel,AT,LAND ROVER,DISCOVERY SPORT D200 R-DYNAMIC,4
2023,diesel,AT,LAND ROVER,DISCOVERY SPORT P200 R-DYNAMIC,1
2023,diesel,AT,LAND ROVER,DISCOVERY SPORT P200 S AWD AU,1
2023,diesel,AT,LAND ROVER,EVOQUE D165 R-DYNAMIC S AWD AU,6
2023,diesel,AT,LAND ROVER,EVOQUE D165 R-DYNAMIC SE AWD A,3
2023,diesel,AT,LAND ROVER,EVOQUE D165 SE AWD AUT,1
2023,diesel,AT,LAND ROVER,EVOQUE D200 R-DYNAMIC S AWD AU,1
2023,diesel,AT,LAND ROVER,EVOQUE D200 R-DYNAMIC SE AWD A,2
2023,diesel,AT,LAND ROVER,RANGE ROVER D250 HSE AWD AUT,1
2023,diesel,AT,LAND ROVER,RANGE ROVER D250 SE AWD AUT,1
2023,diesel,AT,LAND ROVER,RANGE ROVER D300 AUTOBIOGRAPHY,3
2023,diesel,AT,LAND ROVER,RANGE ROVER D300 HSE AWD AUT,7
2023,diesel,AT,LAND ROVER,RANGE ROVER D300 SE AWD AUT,4
2023,diesel,AT,LAND ROVER,RANGE ROVER D350 AUTOBIOGRAPHY,18
2023,diesel,AT,LAND ROVER,RANGE ROVER D350 FIRST EDITION,5
2023,diesel,AT,LAND ROVER,RANGE ROVER D350 HSE AWD,3
2023,diesel,AT,LAND ROVER,RANGE ROVER D350 HSE AWD AUT,6
2023,diesel,AT,LAND ROVER,RANGE ROVER D350 HSE LWB AWD,1
2023,diesel,AT,LAND ROVER,RANGE ROVER D350 SV AWD,1
2023,diesel,AT,LAND ROVER,RANGE ROVER EVOQUE D165 AWD AU,1
2023,diesel,AT,LAND ROVER,RANGE ROVER EVOQUE D165 BRONZ,1
2023,diesel,AT,LAND ROVER,RANGE ROVER EVOQUE D165 R-DYN,21
2023,diesel,AT,LAND ROVER,RANGE ROVER EVOQUE D165 R-DYNA,2
2023,diesel,AT,LAND ROVER,RANGE ROVER EVOQUE D165 S AWD,3
2023,diesel,AT,LAND ROVER,RANGE ROVER EVOQUE D165 SE AWD,3
2023,diesel,AT,LAND ROVER,RANGE ROVER EVOQUE D200 R-DYN,3
2023,diesel,AT,LAND ROVER,RANGE ROVER EVOQUE D200 R-DYNA,1
2023,diesel,AT,LAND ROVER,RANGE ROVER EVOQUE D200 SE AWD,1
2023,diesel,AT,LAND ROVER,RANGE ROVER SPORT D250 DYNAMIC,7
2023,diesel,AT,LAND ROVER,RANGE ROVER SPORT D250 SE AWD,6
2023,diesel,AT,LAND ROVER,RANGE ROVER SPORT D300 DYNAMIC,53
2023,diesel,AT,LAND ROVER,RANGE ROVER SPORT D300 SE AWD,2
2023,diesel,AT,LAND ROVER,RANGE ROVER SPORT D350 AUTOBIO,26
2023,diesel,AT,LAND ROVER,RANGE ROVER SPORT D350 FIRST E,5
2023,diesel,AT,LAND ROVER,RANGE ROVER VELAR D200 DYNAMIC,17
2023,diesel,AT,LAND ROVER,RANGE ROVER VELAR D200 R-DYNA,8
2023,diesel,AT,LAND ROVER,RANGE ROVER VELAR D200 R-DYNAM,2
2023,diesel,AT,LAND ROVER,RANGE ROVER VELAR D200 S AWD,1
2023,diesel,AT,LAND ROVER,RANGE ROVER VELAR D200 S AWD A,2
2023,diesel,AT,LAND ROVER,RANGE ROVER VELAR D200 SE AWD,1
2023,diesel,AT,LAND ROVER,RANGE ROVER VELAR D300 AUTOBIO,1
2023,diesel,AT,LAND ROVER,RANGE ROVER VELAR D300 DYNAMIC,18
2023,diesel,AT,LAND ROVER,RANGE ROVER VELAR D300 R-DYNA,4
2023,diesel,AT,LAND ROVER,RANGE ROVER VELAR D300 R-DYNAM,1
2023,diesel,AT,MAN,TGE,1
2023,diesel,AT,MAZDA,MAZDA CX-5,452
2023,diesel,AT,MAZDA,MAZDA CX-5/CD150/AMBITION,19
2023,diesel,AT,MAZDA,MAZDA CX-5/CD150/AMBITION PLUS,2
2023,diesel,AT,MAZDA,MAZDA CX-5/CD150/AT/AMBITION,24
2023,diesel,AT,MAZDA,MAZDA CX-5/CD150/AWD/AMBITION,1
2023,diesel,AT,MAZDA,MAZDA CX-5/CD150/AWD/AT/REVOLU,4
2023,diesel,AT,MAZDA,MAZDA CX-5/CD150/AWD/HOMURA PL,1
2023,diesel,AT,MAZDA,MAZDA CX-5/CD150/AWD/NEWGROUND,1
2023,diesel,AT,MAZDA,MAZDA CX-5/CD150/CHALLENGE PLU,1
2023,diesel,AT,MAZDA,MAZDA CX-5/CD150/NEWGROUND,1
2023,diesel,AT,MAZDA,MAZDA CX-5/CD184/AWD/AT/NEWGRO,11
2023,diesel,AT,MAZDA,MAZDA CX-5/CD184/AWD/AT/REVOLU,1
2023,diesel,AT,MAZDA,MAZDA CX-60,427
2023,diesel,AT,MERCEDES-BENZ,A 180 D,483
2023,diesel,AT,MERCEDES-BENZ,A 200 D,119
2023,diesel,AT,MERCEDES-BENZ,A 200 D 4MATIC,6
2023,diesel,AT,MERCEDES-BENZ,A 220 D,5
2023,diesel,AT,MERCEDES-BENZ,A 220 D 4MATIC,1
2023,diesel,AT,MERCEDES-BENZ,B 180 D,95
2023,diesel,AT,MERCEDES-BENZ,B 200 D,48
2023,diesel,AT,MERCEDES-BENZ,B 220 D,1
2023,diesel,AT,MERCEDES-BENZ,B 220 D 4MATIC,3
2023,diesel,AT,MERCEDES-BENZ,C 200 D,240
2023,diesel,AT,MERCEDES-BENZ,C 220 D,100
2023,diesel,AT,MERCEDES-BENZ,C 220 D 4MATIC,303
2023,diesel,AT,MERCEDES-BENZ,C 220D 4MATIC ALL-TERRAIN,33
2023,diesel,AT,MERCEDES-BENZ,C 300 D,6
2023,diesel,AT,MERCEDES-BENZ,C 300 D 4MATIC,14
2023,diesel,AT,MERCEDES-BENZ,CITAN,78
2023,diesel,AT,MERCEDES-BENZ,CITAN TOURER/T-CLASS,167
2023,diesel,AT,MERCEDES-BENZ,CLA 180 D,89
2023,diesel,AT,MERCEDES-BENZ,CLA 200 D,295
2023,diesel,AT,MERCEDES-BENZ,CLA 200 D 4MATIC,40
2023,diesel,AT,MERCEDES-BENZ,CLA 220 D,17
2023,diesel,AT,MERCEDES-BENZ,CLA 220 D 4MATIC,3
2023,diesel,AT,MERCEDES-BENZ,CLE 220D,11
2023,diesel,AT,MERCEDES-BENZ,CLS 220 D,1
2023,diesel,AT,MERCEDES-BENZ,CLS 300 D 4MATIC,1
2023,diesel,AT,MERCEDES-BENZ,CLS 400 D 4MATIC,4
2023,diesel,AT,MERCEDES-BENZ,E 200 D,106
2023,diesel,AT,MERCEDES-BENZ,E 220 D,102
2023,diesel,AT,MERCEDES-BENZ,E 220 D 4MATIC,214
2023,diesel,AT,MERCEDES-BENZ,E 220 D 4MATIC ALLTERRAIN,5
2023,diesel,AT,MERCEDES-BENZ,E 300 D 4MATIC,21
2023,diesel,AT,MERCEDES-BENZ,E 400 D 4 MATIC,25
2023,diesel,AT,MERCEDES-BENZ,E 400 D 4MATIC,1
2023,diesel,AT,MERCEDES-BENZ,E 400 D 4MATIC ALLTERRAIN,2
2023,diesel,AT,MERCEDES-BENZ,E 450 D 4MATIC,1
2023,diesel,AT,MERCEDES-BENZ,G 350 D,8
2023,diesel,AT,MERCEDES-BENZ,G 400 D,65
2023,diesel,AT,MERCEDES-BENZ,GLA 180 D,108
