year,Ft,Country,Mk,Cn,count
2023,petrol,CZ,MERCEDES-BENZ,E 300,3
2023,petrol,CZ,MERCEDES-BENZ,E 450 4MATIC,15
2023,petrol,CZ,MERCEDES-BENZ,E 450 4MATIC ALLTERRAIN,1
2023,petrol,CZ,MERCEDES-BENZ,G 500,50
2023,petrol,CZ,MERCEDES-BENZ,GLA 180,29
2023,petrol,CZ,MERCEDES-BENZ,GLA 200,40
2023,petrol,CZ,MERCEDES-BENZ,GLA 200 4MATIC,27
2023,petrol,CZ,MERCEDES-BENZ,GLA 220 4MATIC,12
2023,petrol,CZ,MERCEDES-BENZ,GLA 250,4
2023,petrol,CZ,MERCEDES-BENZ,GLA 250 4MATIC,28
2023,petrol,CZ,MERCEDES-BENZ,GLB 180,12
2023,petrol,CZ,MERCEDES-BENZ,GLB 200,9
2023,petrol,CZ,MERCEDES-BENZ,GLB 200 4MATIC,44
2023,petrol,CZ,MERCEDES-BENZ,GLB 220 4MATIC,1
2023,petrol,CZ,MERCEDES-BENZ,GLB 250,5
2023,petrol,CZ,MERCEDES-BENZ,GLB 250 4MATIC,42
2023,petrol,CZ,MERCEDES-BENZ,GLC 200 4MATIC,102
2023,petrol,CZ,MERCEDES-BENZ,GLC 300 4MATIC,73
2023,petrol,CZ,MERCEDES-BENZ,GLE 450 4MATIC,79
2023,petrol,CZ,MERCEDES-BENZ,GLE 580 4MATIC,16
2023,petrol,CZ,MERCEDES-BENZ,GLS 450 4MATIC,37
2023,petrol,CZ,MERCEDES-BENZ,GLS 580 4MATIC,27
2023,petrol,CZ,MERCEDES-BENZ,GLS 600 4MATIC MAYBACH,63
2023,petrol,CZ,MERCEDES-BENZ,MAYBACH GLS 600,2
2023,petrol,CZ,MERCEDES-BENZ,S 450 4MATIC,13
2023,petrol,CZ,MERCEDES-BENZ,S 500 4MATIC,17
2023,petrol,CZ,MERCEDES-BENZ,S 580 4MATIC,65
2023,petrol,CZ,MERCEDES-BENZ,S 580 MAYBACH,24
2023,petrol,CZ,MERCEDES-BENZ,S 680 MAYBACH,24
2023,petrol,CZ,MG,MG HS,450
2023,petrol,CZ,MG,MG ZS,2050
2023,petrol,CZ,MINI,CLUBMAN COOPER,6
2023,petrol,CZ,MINI,CLUBMAN COOPER S,14
2023,petrol,CZ,MINI,CLUBMAN JCW ALL4,16
2023,petrol,CZ,MINI,COOPER,63
2023,petrol,CZ,MINI,COOPER S,66
2023,petrol,CZ,MINI,COUNTRYMAN COOPER,44
2023,petrol,CZ,MINI,COUNTRYMAN COOPER ALL4,8
2023,petrol,CZ,MINI,COUNTRYMAN COOPER S,10
2023,petrol,CZ,MINI,COUNTRYMAN COOPER S ALL4,46
2023,petrol,CZ,MINI,COUNTRYMAN JCW ALL4,17
2023,petrol,CZ,MINI,JOHN COOPER WORKS,46
2023,petrol,CZ,MITSUBISHI,ASX,111
2023,petrol,CZ,MITSUBISHI,COLT,2
2023,petrol,CZ,MITSUBISHI MOTORS THAILAND,MITSUBISHI SPACE STAR,232
2023,petrol,CZ,NISSAN,JUKE,23
2023,petrol,CZ,NISSAN,MICRA,10
2023,petrol,CZ,NISSAN,NISSAN JUKE,27
2023,petrol,CZ,NISSAN,NISSAN QASHQAI,362
2023,petrol,CZ,NISSAN,NISSAN X-TRAIL,150
2023,petrol,CZ,NISSAN,QASHQAI,116
2023,petrol,CZ,NISSAN,TOWNSTAR,91
2023,petrol,CZ,NISSAN,X-TRAIL,14
2023,petrol,CZ,OPEL,ASTRA,341
2023,petrol,CZ,OPEL,ASTRA SPORTS TOURER,2
2023,petrol,CZ,OPEL,COMBO,1
2023,petrol,CZ,OPEL,COMBO LIFE,83
2023,petrol,CZ,OPEL,CORSA,515
2023,petrol,CZ,OPEL,CROSSLAND,814
2023,petrol,CZ,OPEL,GRANDLAND,157
2023,petrol,CZ,OPEL,INSIGNIA GRAND SPORT,6
2023,petrol,CZ,OPEL,INSIGNIA SPORTS TOURER,2
2023,petrol,CZ,OPEL,MOKKA,469
2023,petrol,CZ,PEUGEOT,2008,1128
2023,petrol,CZ,PEUGEOT,208,726
2023,petrol,CZ,PEUGEOT,3008,194
2023,petrol,CZ,PEUGEOT,308,449
2023,petrol,CZ,PEUGEOT,408,246
2023,petrol,CZ,PEUGEOT,5008,197
2023,petrol,CZ,PEUGEOT,508,1
2023,petrol,CZ,PEUGEOT,RIFTER,52
2023,petrol,CZ,PORSCHE,718 BOXSTER,6
2023,petrol,CZ,PORSCHE,718 BOXSTER GTS,11
2023,petrol,CZ,PORSCHE,718 BOXSTER S,1
2023,petrol,CZ,PORSCHE,718 BOXSTER SPYDER,3
2023,petrol,CZ,PORSCHE,718 BOXSTER T,1
2023,petrol,CZ,PORSCHE,718 CAYMAN,12
2023,petrol,CZ,PORSCHE,718 CAYMAN GT4,5
2023,petrol,CZ,PORSCHE,718 CAYMAN GT4 RS,13
2023,petrol,CZ,PORSCHE,718 CAYMAN GTS,13
2023,petrol,CZ,PORSCHE,718 CAYMAN S,3
2023,petrol,CZ,PORSCHE,718 CAYMAN T,5
2023,petrol,CZ,PORSCHE,718 SPYDER RS,4
2023,petrol,CZ,PORSCHE,911 CARRERA,13
2023,petrol,CZ,PORSCHE,911 CARRERA 4,6
2023,petrol,CZ,PORSCHE,911 CARRERA 4 GTS,20
2023,petrol,CZ,PORSCHE,911 CARRERA 4S,12
2023,petrol,CZ,PORSCHE,911 CARRERA GTS,18
2023,petrol,CZ,PORSCHE,911 CARRERA S,18
2023,petrol,CZ,PORSCHE,911 CARRERA T,5
2023,petrol,CZ,PORSCHE,911 DAKAR,5
2023,petrol,CZ,PORSCHE,911 GT3,23
2023,petrol,CZ,PORSCHE,911 GT3 RS,17
2023,petrol,CZ,PORSCHE,911 SPORT CLASSIC,3
2023,petrol,CZ,PORSCHE,911 TARGA 4,11
2023,petrol,CZ,PORSCHE,911 TARGA 4 GTS,8
2023,petrol,CZ,PORSCHE,911 TARGA 4S,8
2023,petrol,CZ,PORSCHE,911 TURBO,9
2023,petrol,CZ,PORSCHE,911 TURBO S,39
2023,petrol,CZ,PORSCHE,CAYENNE,126
2023,petrol,CZ,PORSCHE,CAYENNE GTS,18
2023,petrol,CZ,PORSCHE,CAYENNE S,62
2023,petrol,CZ,PORSCHE,CAYENNE TURBO,5
2023,petrol,CZ,PORSCHE,CAYENNE TURBO GT,8
2023,petrol,CZ,PORSCHE,MACAN,53
2023,petrol,CZ,PORSCHE,MACAN GTS,25
2023,petrol,CZ,PORSCHE,MACAN S,39
2023,petrol,CZ,PORSCHE,MACAN T,31
2023,petrol,CZ,PORSCHE,PANAMERA 4,13
2023,petrol,CZ,PORSCHE,PANAMERA 4S,6
2023,petrol,CZ,PORSCHE,PANAMERA GTS,11
2023,petrol,CZ,PORSCHE,PANAMERA TURBO S,14
2023,petrol,CZ,RENAULT,ARKANA,344
2023,petrol,CZ,RENAULT,ARKANA E-TECH,232
2023,petrol,CZ,RENAULT,AUSTRAL,359
2023,petrol,CZ,RENAULT,CAPTUR,837
2023,petrol,CZ,RENAULT,CAPTUR E-TECH HYBRID,52
2023,petrol,CZ,RENAULT,CLIO,913
2023,petrol,CZ,RENAULT,CLIO E-TECH HYBRID,48
2023,petrol,CZ,RENAULT,ESPACE,39
2023,petrol,CZ,RENAULT,KADJAR,10
2023,petrol,CZ,RENAULT,KANGOO,84
2023,petrol,CZ,RENAULT,KOLEOS,6
2023,petrol,CZ,RENAULT,MEGANE,396
2023,petrol,CZ,ROLLS-ROYCE,CULLINAN,6
2023,petrol,CZ,ROLLS-ROYCE,CULLINAN BLACK BADGE,13
2023,petrol,CZ,ROLLS-ROYCE,DAWN,1
2023,petrol,CZ,ROLLS-ROYCE,GHOST,4
2023,petrol,CZ,ROLLS-ROYCE,GHOST BLACK BADGE,8
2023,petrol,CZ,ROLLS-ROYCE,GHOST EWB,1
2023,petrol,CZ,ROLLS-ROYCE,WRAITH,4
2023,petrol,CZ,SEAT,ALHAMBRA,5
2023,petrol,CZ,SEAT,ARONA,883
2023,petrol,CZ,SEAT,IBIZA,243
2023,petrol,CZ,SEAT,SEAT ATECA,757
2023,petrol,CZ,SEAT,SEAT LEON,123
2023,petrol,CZ,SEAT,SEAT LEON SP,334
2023,petrol,CZ,SEAT,TARRACO,98
2023,petrol,CZ,SKODA,FABIA,10765
2023,petrol,CZ,SKODA,KAMIQ,9454
2023,petrol,CZ,SKODA,KAROQ,6240
2023,petrol,CZ,SKODA,KODIAQ,2069
2023,petrol,CZ,SKODA,OCTAVIA,6718
2023,petrol,CZ,SKODA,OCTAVIA RS,729
2023,petrol,CZ,SKODA,OCTAVIA SCOUT,166
2023,petrol,CZ,SKODA,SCALA,9661
2023,petrol,CZ,SKODA,SUPERB,1289
2023,petrol,CZ,SSANGYONG,KORANDO,2246
2023,petrol,CZ,SSANGYONG,SSANGYONG KORANDO,44
2023,petrol,CZ,SSANGYONG,SSANGYONG TIVOLI,10
2023,petrol,CZ,SSANGYONG,SSANGYONG TIVOLI GRAND,35
2023,petrol,CZ,SSANGYONG,SSANGYONG TORRES,9
2023,petrol,CZ,SSANGYONG,TIVOLI,126
2023,petrol,CZ,SSANGYONG,TIVOLI GRAND,130
2023,petrol,CZ,SSANGYONG,TORRES,175
2023,petrol,CZ,SUBARU,BRZ,192
2023,petrol,CZ,SUBARU,CROSSTREK,3
2023,petrol,CZ,SUBARU,FORESTER,122
2023,petrol,CZ,SUBARU,IMPREZA,6
2023,petrol,CZ,SUBARU,OUTBACK,388
2023,petrol,CZ,SUBARU,XV,264
2023,petrol,CZ,SUZUKI,IGNIS,263
2023,petrol,CZ,SUZUKI,SUZUKI SWACE,16
2023,petrol,CZ,SUZUKI,SWIFT,299
2023,petrol,CZ,SUZUKI,SX4,1
2023,petrol,CZ,SUZUKI,"SX4, SUZUKI SX4",1398
2023,petrol,CZ,SUZUKI,VITARA,941
2023,petrol,CZ,TOYOTA,COROLLA,2
2023,petrol,CZ,TOYOTA,GR YARIS,1
2023,petrol,CZ,TOYOTA,PROACE CITY VERSO,360
2023,petrol,CZ,TOYOTA,RAV4,1
2023,petrol,CZ,TOYOTA,TOYOTA AYGO X,857
2023,petrol,CZ,TOYOTA,TOYOTA C-HR,1434
2023,petrol,CZ,TOYOTA,TOYOTA CAMRY,372
2023,petrol,CZ,TOYOTA,TOYOTA COROLLA,3913
2023,petrol,CZ,TOYOTA,TOYOTA GR 86,180
2023,petrol,CZ,TOYOTA,TOYOTA GR YARIS,59
2023,petrol,CZ,TOYOTA,TOYOTA HIGHLANDER,137
2023,petrol,CZ,TOYOTA,TOYOTA RAV4,1810
2023,petrol,CZ,TOYOTA,TOYOTA SUPRA,28
2023,petrol,CZ,TOYOTA,TOYOTA YARIS,2360
2023,petrol,CZ,TOYOTA,TOYOTA YARIS CROSS,2946
2023,petrol,CZ,TOYOTA,YARIS CROSS,1
2023,petrol,CZ,VOLKSWAGEN,ARTEON,182
2023,petrol,CZ,VOLKSWAGEN,CADDY,533
2023,petrol,CZ,VOLKSWAGEN,GOLF,4491
2023,petrol,CZ,VOLKSWAGEN,MULTIVAN,96
2023,petrol,CZ,VOLKSWAGEN,PASSAT,208
2023,petrol,CZ,VOLKSWAGEN,POLO,660
2023,petrol,CZ,VOLKSWAGEN,SHARAN,11
2023,petrol,CZ,VOLKSWAGEN,T-CROSS,691
2023,petrol,CZ,VOLKSWAGEN,T-ROC,600
2023,petrol,CZ,VOLKSWAGEN,TAIGO,793
2023,petrol,CZ,VOLKSWAGEN,TIGUAN,1283
2023,petrol,CZ,VOLKSWAGEN,TOUAREG,7
2023,petrol,CZ,VOLKSWAGEN,TOURAN,1503
2023,petrol,CZ,VOLKSWAGEN,UP!,76
2023,petrol,CZ,VOLVO,S60,127
2023,petrol,CZ,VOLVO,S90,7
2023,petrol,CZ,VOLVO,V60,28
2023,petrol,CZ,VOLVO,V60 CROSS COUNTRY,21
2023,petrol,CZ,VOLVO,V90,8
2023,petrol,CZ,VOLVO,V90 CROSS COUNTRY,36
2023,petrol,CZ,VOLVO,XC40,636
2023,petrol,CZ,VOLVO,XC60,218
2023,petrol,CZ,VOLVO,XC90,84
2023,petrol,DE,ABT AUDI,ABT AUDI R8 XGT,1
2023,petrol,DE,ABT AUDI,R8 GT2,1
2023,petrol,DE,AGILE AUTOMOTIVE APS,AGILE AUTOMOTIVE APS,1
2023,petrol,DE,ALFA ROMEO,GIULIA,1853
2023,petrol,DE,ALFA ROMEO,GIULIA GTAM,2
2023,petrol,DE,ALFA ROMEO,GIULIA QUADRIFOGLIO,213
2023,petrol,DE,ALFA ROMEO,GIULIA QUADRIFOGLIO VERDE,15
2023,petrol,DE,ALFA ROMEO,STELVIO,1006
2023,petrol,DE,ALFA ROMEO,STELVIO QUADRIFOGLIO,258
2023,petrol,DE,ALFA ROMEO,TONALE,1116
2023,petrol,DE,ALPINA,BMW ALPINA B3 GT,1
2023,petrol,DE,ALPINA,BMW ALPINA B3 LIMOUSINE,21
2023,petrol,DE,ALPINA,BMW ALPINA B3 TOURING,152
2023,petrol,DE,ALPINA,BMW ALPINA B4,27
2023,petrol,DE,ALPINA,BMW ALPINA B4 GRAN COUPE,59
2023,petrol,DE,ALPINA,BMW ALPINA B5,82
2023,petrol,DE,ALPINA,BMW ALPINA B5 GT,22
2023,petrol,DE,ALPINA,BMW ALPINA B5 TOURING ALLRAD,1
2023,petrol,DE,ALPINA,BMW ALPINA B7,2
2023,petrol,DE,ALPINA,BMW ALPINA B8,21
2023,petrol,DE,ALPINA,BMW ALPINA XB7,60
2023,petrol,DE,ALPINE,A110,405
2023,petrol,DE,APOLLO,APOLLO IE,2
2023,petrol,DE,ARIEL MOTOR COMPANY,ARIEL ATOM 4,1
2023,petrol,DE,ASTON MARTIN,DB11,16
2023,petrol,DE,ASTON MARTIN,DB11 AMR,1
2023,petrol,DE,ASTON MARTIN,DB11 VOLANTE,29
2023,petrol,DE,ASTON MARTIN,DB12,10
2023,petrol,DE,ASTON MARTIN,DB12 VOLANTE,1
2023,petrol,DE,ASTON MARTIN,DBS,30
2023,petrol,DE,ASTON MARTIN,DBS 770 ULTIMATE,12
2023,petrol,DE,ASTON MARTIN,DBS 770 ULTIMATE VOLANTE,21
2023,petrol,DE,ASTON MARTIN,DBS VOLANTE,27
2023,petrol,DE,ASTON MARTIN,DBX,38
2023,petrol,DE,ASTON MARTIN,DBX707,222
2023,petrol,DE,ASTON MARTIN,V12 VANTAGE,13
2023,petrol,DE,ASTON MARTIN,V12 VANTAGE ROADSTER,40
2023,petrol,DE,ASTON MARTIN,VALKYRIE,8
2023,petrol,DE,ASTON MARTIN,VANTAGE,31
2023,petrol,DE,ASTON MARTIN,VANTAGE F1 EDITION,32
2023,petrol,DE,ASTON MARTIN,VANTAGE ROADSTER,33
2023,petrol,DE,ASTON MARTIN,VANTAGE ROADSTER F1 EDITION,20
2023,petrol,DE,AUDI,A1 ALLSTREET,3048
2023,petrol,DE,AUDI,A1 CITYCARVER,46
2023,petrol,DE,AUDI,A1 SPORTBACK,12622
2023,petrol,DE,AUDI,A3 LIMOUSINE,2418
2023,petrol,DE,AUDI,A3 SPORTBACK,13955
2023,petrol,DE,AUDI,A4 ALLROAD QUATTRO,496
2023,petrol,DE,AUDI,A4 AVANT,12828
2023,petrol,DE,AUDI,A4 LIMOUSINE,760
2023,petrol,DE,AUDI,A5 CABRIOLET,1776
2023,petrol,DE,AUDI,A5 COUPE,313
2023,petrol,DE,AUDI,A5 SPORTBACK,3299
2023,petrol,DE,AUDI,A6 ALLROAD QUATTRO,100
2023,petrol,DE,AUDI,A6 AVANT,6179
2023,petrol,DE,AUDI,A6 LIMOUSINE,1225
2023,petrol,DE,AUDI,A7 SPORTBACK,817
2023,petrol,DE,AUDI,A8,272
2023,petrol,DE,AUDI,AUDI A1,67
2023,petrol,DE,AUDI,AUDI A1 ALLROAD,12
2023,petrol,DE,AUDI,AUDI A3,79
2023,petrol,DE,AUDI,AUDI A3 ALLROAD,2
2023,petrol,DE,AUDI,AUDI A3 AVANT ALLROAD,18
2023,petrol,DE,AUDI,AUDI A4,4
2023,petrol,DE,AUDI,AUDI A4 AVANT,1
2023,petrol,DE,AUDI,AUDI A4 LIMOUSINE,1
2023,petrol,DE,AUDI,AUDI A5,3
2023,petrol,DE,AUDI,AUDI A5  COUPE,1
2023,petrol,DE,AUDI,AUDI A5  SPBK,1
2023,petrol,DE,AUDI,AUDI A5 SPORTBACK,5
2023,petrol,DE,AUDI,AUDI Q2,2
2023,petrol,DE,AUDI,AUDI Q3,49
2023,petrol,DE,AUDI,AUDI Q3 20 TFSI,1
2023,petrol,DE,AUDI,AUDI Q5,118
2023,petrol,DE,AUDI,AUDI Q6,2
2023,petrol,DE,AUDI,AUDI Q7,27
2023,petrol,DE,AUDI,AUDI Q8,9
2023,petrol,DE,AUDI,AUDI RS Q8,7
2023,petrol,DE,AUDI,AUDI RS3,28
2023,petrol,DE,AUDI,AUDI RS3 SPORTBACK,2
2023,petrol,DE,AUDI,AUDI RS4,3
2023,petrol,DE,AUDI,AUDI RS5 AVANT,1
2023,petrol,DE,AUDI,AUDI S3,54
2023,petrol,DE,AUDI,AUDI S4,2
2023,petrol,DE,AUDI,AUDI S5,1
2023,petrol,DE,AUDI,AUDI S8,2
2023,petrol,DE,AUDI,AUDI SQ5,58
2023,petrol,DE,AUDI,AUDI SQ7,9
2023,petrol,DE,AUDI,AUDI SQ8,4
2023,petrol,DE,AUDI,AUDI TT,2
2023,petrol,DE,AUDI,AUDI TT RS,1
2023,petrol,DE,AUDI,Q2,12298
2023,petrol,DE,AUDI,Q2 L,199
2023,petrol,DE,AUDI,Q3,5938
2023,petrol,DE,AUDI,Q3 SPORTBACK,6070
2023,petrol,DE,AUDI,Q5,3041
2023,petrol,DE,AUDI,Q5 SPORTBACK,1904
2023,petrol,DE,AUDI,Q7,518
2023,petrol,DE,AUDI,Q8,728
2023,petrol,DE,AUDI,R8 COUPE,137
2023,petrol,DE,AUDI,R8 SPYDER,153
2023,petrol,DE,AUDI,RS 3 SPORTBACK,2980
2023,petrol,DE,AUDI,RS Q3,258
2023,petrol,DE,AUDI,RS Q3 SPORTBACK,1332
2023,petrol,DE,AUDI,RS Q8,1288
2023,petrol,DE,AUDI,RS3 LIMOUSINE,982
2023,petrol,DE,AUDI,RS4 AVANT,1274
2023,petrol,DE,AUDI,RS5 COUPE,100
2023,petrol,DE,AUDI,RS5 SPORTBACK,641
2023,petrol,DE,AUDI,RS6 AVANT,1971
2023,petrol,DE,AUDI,RS7 SPORTBACK,334
2023,petrol,DE,AUDI,S3 LIMOUSINE,773
2023,petrol,DE,AUDI,S3 SPORTBACK,2123
2023,petrol,DE,AUDI,S5 CABRIOLET,908
2023,petrol,DE,AUDI,S5 SPORTBACK,1
2023,petrol,DE,AUDI,S8,261
2023,petrol,DE,AUDI,SQ2,441
2023,petrol,DE,AUDI,SQ7,724
2023,petrol,DE,AUDI,SQ8,1363
2023,petrol,DE,AUDI,TT COUPE,720
2023,petrol,DE,AUDI,TT ROADSTER,1062
2023,petrol,DE,AUDI,TT RS COUPE,435
2023,petrol,DE,AUDI,TT RS ROADSTER,287
2023,petrol,DE,AUDI,TTS COUPE,153
2023,petrol,DE,AUDI,TTS ROADSTER,228
2023,petrol,DE,AUDI,NA,1
2023,petrol,DE,AUDI AG,A5,2
2023,petrol,DE,AUDI AG,A5 AVANT,81
2023,petrol,DE,AUDI AG,AUDI A3,38
2023,petrol,DE,AUDI AG,AUDI A4 LIMOUSINE,1
2023,petrol,DE,AUDI AG,AUDI A5,15
2023,petrol,DE,AUDI AG,AUDI A5 AVANT,46
2023,petrol,DE,AUDI AG,AUDI A6,47
2023,petrol,DE,AUDI AG,AUDI A6 AVANT,1
2023,petrol,DE,AUDI AG,AUDI A7,51
2023,petrol,DE,AUDI AG,AUDI A8,11
2023,petrol,DE,AUDI AG,AUDI Q2,43
2023,petrol,DE,AUDI AG,AUDI Q5,1
2023,petrol,DE,AUDI AG,AUDI Q6,1
2023,petrol,DE,AUDI AG,AUDI Q7,44
2023,petrol,DE,AUDI AG,AUDI Q8,8
2023,petrol,DE,AUDI AG,AUDI RS6,2
2023,petrol,DE,AUDI AG,AUDI S4 AVANT,1
2023,petrol,DE,AUDI AG,AUDI S5 AVANT,1
2023,petrol,DE,AUDI AG,AUDI S6,1
2023,petrol,DE,AUDI AG,AUDI SQ2,12
2023,petrol,DE,AUDI AG,AUDI SQ7,7
2023,petrol,DE,AUDI AG,AUDI SQ8,3
2023,petrol,DE,AUDI AG,RS Q8,6
2023,petrol,DE,AUDI AG,NA,66
2023,petrol,DE,AUDI SPORT,AUDI A3,1
2023,petrol,DE,AUDI SPORT,AUDI A4 AVANT,7
2023,petrol,DE,AUDI SPORT,AUDI RS 6,2
2023,petrol,DE,AUDI SPORT,AUDI RS3 SPORTBACK,1
2023,petrol,DE,AUDI SPORT,AUDI RS6,9
2023,petrol,DE,AUDI SPORT,AUDI RS7 SPORTBACK,1
2023,petrol,DE,AUDI SPORT,RS Q8,14
2023,petrol,DE,AUTOMOBILE LAMBORGHINI  S,HURACAN,1
2023,petrol,DE,AUTOMOBILI LAMBORGHINI,HURACAN,6
2023,petrol,DE,AUTOMOBILI LAMBORGHINI,URUS,2
2023,petrol,DE,AVTOVAZ,LADA 4X4,19
2023,petrol,DE,AVTOVAZ,LADA 4X4 LEGEND 5T,1
2023,petrol,DE,AVTOVAZ,LADA 4X4 URBAN,1
2023,petrol,DE,AVTOVAZ,LADA NIVA 4X4 PUR,1
2023,petrol,DE,AVTOVAZ,LADA NIVA GREY EDITION,1
2023,petrol,DE,AVTOVAZ,LADA NIVA LEGEND 4X4,2
2023,petrol,DE,AVTOVAZ,LADA NIVA TRAVEL 4X4,3
2023,petrol,DE,AVTOVAZ,LADA NIVA TRAVEL LUXUS,1
2023,petrol,DE,AVTOVAZ,LADA URBAN 4X4,1
2023,petrol,DE,AVTOVAZ,LADA URBAN 5-TUERER,1
2023,petrol,DE,AVTOVAZ,NIVA TRAVEL COMFORT OFFR,1
2023,petrol,DE,AVTOVAZ,TRAVEL COMFORT OFFROAD,1
2023,petrol,DE,BAIC,BJ20,3
2023,petrol,DE,BAIC,CIRELLI 2,20
2023,petrol,DE,BAIC,CIRELLI 4,14
2023,petrol,DE,BAIC,X35,179
2023,petrol,DE,BAIC,X55,292
2023,petrol,DE,BAIC,X55/X5,146
2023,petrol,DE,BAIC,X75,40
2023,petrol,DE,BAIC,XR5,1
2023,petrol,DE,BAIC,NA,9
2023,petrol,DE,BENTLEY,BENTAYGA AZURE V8,81
2023,petrol,DE,BENTLEY,BENTAYGA EXTENDED WAV8,1
2023,petrol,DE,BENTLEY,BENTAYGA EXTENDED WHEELBASE,90
2023,petrol,DE,BENTLEY,BENTAYGA EXTENDED WHEELBASE AZURE V8,1
2023,petrol,DE,BENTLEY,BENTAYGA S V8,109
2023,petrol,DE,BENTLEY,BENTAYGA V8,19
2023,petrol,DE,BENTLEY,CONTINENTAL GT AZURE V8,34
2023,petrol,DE,BENTLEY,CONTINENTAL GT MULLINER V,7
2023,petrol,DE,BENTLEY,CONTINENTAL GT MULLINER W,9
2023,petrol,DE,BENTLEY,CONTINENTAL GT S V8,40
2023,petrol,DE,BENTLEY,CONTINENTAL GT SPEED,67
2023,petrol,DE,BENTLEY,CONTINENTAL GT SPEED CONVERTIBLE,7
2023,petrol,DE,BENTLEY,CONTINENTAL GT SPEED EDITION,1
2023,petrol,DE,BENTLEY,CONTINENTAL GT V8,16
2023,petrol,DE,BENTLEY,CONTINENTAL GT V8 CONVERTIBLE,11
2023,petrol,DE,BENTLEY,CONTINENTAL GTC AZURE V9,41
2023,petrol,DE,BENTLEY,CONTINENTAL GTC MULLINER,12
2023,petrol,DE,BENTLEY,CONTINENTAL GTC S V8,45
2023,petrol,DE,BENTLEY,CONTINENTAL GTC SPEED,53
2023,petrol,DE,BENTLEY,CONTINENTAL GTC V8,6
2023,petrol,DE,BENTLEY,FLYING SPUR,3
2023,petrol,DE,BENTLEY,FLYING SPUR AZURE V8,47
2023,petrol,DE,BENTLEY,FLYING SPUR MULLINER V8,13
2023,petrol,DE,BENTLEY,FLYING SPUR MULLINER W12,16
2023,petrol,DE,BENTLEY,FLYING SPUR SPEED,30
2023,petrol,DE,BENTLEY,FLYING SPUR V8,21
2023,petrol,DE,BENTLEY,FLYING SPUR V8 S,10
2023,petrol,DE,BMW,116I,2189
2023,petrol,DE,BMW,118D,10
2023,petrol,DE,BMW,118I,10193
2023,petrol,DE,BMW,120I,2739
2023,petrol,DE,BMW,123I XDRIVE,14
2023,petrol,DE,BMW,128TI,731
2023,petrol,DE,BMW,216I,2
2023,petrol,DE,BMW,216I ACTIVE TOURER,523
2023,petrol,DE,BMW,216I GRAN TOURER,4
2023,petrol,DE,BMW,218,23
2023,petrol,DE,BMW,218I,2397
2023,petrol,DE,BMW,218I ACTIVE TOURER,4172
2023,petrol,DE,BMW,218I GRAN TOURER,79
2023,petrol,DE,BMW,220,3
2023,petrol,DE,BMW,220I,1422
2023,petrol,DE,BMW,220I ACTIVE TOURER,1723
2023,petrol,DE,BMW,220I GRAN TOURER,12
2023,petrol,DE,BMW,220I XDRIVE,220
2023,petrol,DE,BMW,223 XDRIVE,3
2023,petrol,DE,BMW,223I,22
2023,petrol,DE,BMW,223I ACTIVE TOURER,481
2023,petrol,DE,BMW,223I XDRIVE,9
2023,petrol,DE,BMW,223I XDRIVE ACTIVE TOURER,505
2023,petrol,DE,BMW,228,4
2023,petrol,DE,BMW,228 XDRIVE,30
2023,petrol,DE,BMW,230I,261
2023,petrol,DE,BMW,30 CSL,8
2023,petrol,DE,BMW,318I,3262
2023,petrol,DE,BMW,320I,3133
2023,petrol,DE,BMW,320I XDRIVE,276
2023,petrol,DE,BMW,330I,1097
2023,petrol,DE,BMW,330I XDRIVE,917
2023,petrol,DE,BMW,420I,2395
2023,petrol,DE,BMW,420I XDRIVE,45
2023,petrol,DE,BMW,430I,1713
2023,petrol,DE,BMW,430I XDRIVE,867
2023,petrol,DE,BMW,520I,1137
2023,petrol,DE,BMW,525LI,4
2023,petrol,DE,BMW,530I,848
2023,petrol,DE,BMW,530I XDRIVE,650
2023,petrol,DE,BMW,530LI,4
2023,petrol,DE,BMW,530LI XDRIVE,2
2023,petrol,DE,BMW,540I,147
2023,petrol,DE,BMW,540I XDRIVE,788
2023,petrol,DE,BMW,540I XDRIVE US,10
2023,petrol,DE,BMW,630I,15
2023,petrol,DE,BMW,640I,20
2023,petrol,DE,BMW,640I XDRIVE,51
2023,petrol,DE,BMW,735I,1
2023,petrol,DE,BMW,740I,1
2023,petrol,DE,BMW,750I XDRIVE,12
2023,petrol,DE,BMW,750LI XDRIVE,1
2023,petrol,DE,BMW,760I DRIVE,1
2023,petrol,DE,BMW,840I,88
2023,petrol,DE,BMW,840I XDRIVE,214
2023,petrol,DE,BMW,C,1
2023,petrol,DE,BMW,COOPER,48
2023,petrol,DE,BMW,COOPER JCW,43
2023,petrol,DE,BMW,COOPER S,77
2023,petrol,DE,BMW,COUNTRYMAN COOPER,37
2023,petrol,DE,BMW,COUNTRYMAN JCW ALL4,66
2023,petrol,DE,BMW,COUNTRYMAN S ALL4,42
2023,petrol,DE,BMW,JOHN COOPER WORKS,1
2023,petrol,DE,BMW,M1 35I XDRIVE,1115
2023,petrol,DE,BMW,M2,1477
2023,petrol,DE,BMW,M2 35I XDRIVE,319
2023,petrol,DE,BMW,M2 40I,522
2023,petrol,DE,BMW,M2 40I XDRIVE,1227
2023,petrol,DE,BMW,M2 CS,1
2023,petrol,DE,BMW,M235 XDRIVE,29
2023,petrol,DE,BMW,M3,43
2023,petrol,DE,BMW,M3 40I XDRIVE,2023
